AgeMonths,Size,WeightKg,Vaccinated,HealthCondition,TimeInShelterDays,AdoptionFee,PreviousOwner,LifeStage,Breed_Labrador,Breed_Parakeet,Breed_Persian,Breed_Poodle,Breed_Rabbit,Breed_Siamese,Color_Brown,Color_Gray,Color_Orange,Color_White
1.522052255665197,2,-0.9771449947349125,0,0,1.0035821702173076,1.5726043658890765,0,3,0,0,0,0,0,1,0,0,0,1
1.0604611735320533,1,1.0030585828069079,1,0,1.5840323983970475,1.2982196300719007,0,3,0,1,0,0,0,0,0,0,0,1
0.002648276976932204,2,1.2608013314264672,1,0,0.30704189640161955,1.39671671472422,0,3,0,0,0,1,0,0,0,1,0,0
0.25267677979905173,2,0.1835356553907402,0,0,-1.4730054700162498,0.32028428959529953,0,3,0,0,1,0,0,0,0,0,0,1
-0.07428357004525842,1,-0.6020373813067657,1,0,-0.6603751505646137,-1.7059414518238454,0,3,0,0,0,0,0,1,0,0,0,1
0.848898594221029,2,-0.07268692147172257,1,0,0.42313194203756754,1.3826457026310317,0,3,0,0,0,0,1,0,0,0,0,1
-1.382124969422499,1,1.2766736099519003,1,0,-0.1186216042635231,1.4952137993765398,0,1,0,0,0,1,0,0,0,1,0,0
-1.5936875487335231,2,0.11335140773813601,1,0,-0.5442851049286658,-0.42547935134369125,1,1,0,0,1,0,0,0,1,0,0,0
0.5219382443767189,2,-0.4676902109325394,1,0,-0.8538585599578604,0.9534798337887823,0,3,0,0,0,0,1,0,1,0,0,0
-1.4782897782002373,0,0.13822889274962097,1,0,1.1196722158532555,-0.010384494594630356,1,1,0,0,0,0,1,0,0,0,0,0
-1.0359316578226412,1,0.755452338668122,1,0,1.5840323983970475,-0.3480887848311545,0,2,1,0,0,0,0,0,1,0,0,0
1.406654485131911,0,0.7922802091661443,1,0,-0.9699486055938085,-0.01742000064122461,1,3,1,0,0,0,0,0,0,0,1,0
0.13727900926576578,2,0.7167923083768474,1,0,1.4679423527610995,0.9675508458819708,0,3,1,0,0,0,0,0,0,0,1,0
0.9450634029987673,1,0.6906008972064372,0,0,-1.047341969351107,0.05997056587131217,0,3,0,0,0,0,0,1,0,0,0,0
1.1950919058208869,1,-1.643489715584664,1,0,-0.07992492238487377,-0.010384494594630356,1,3,0,1,0,0,0,0,1,0,0,0
-1.7475512427779043,0,-0.40923391983203367,0,0,-1.3182187425016525,1.340432666351466,1,0,0,0,0,0,0,0,0,1,0,0
0.15651197102131345,2,-0.7337399019703932,1,1,-0.4281950592927178,-0.9531423048382602,0,3,0,0,0,0,1,0,0,0,0,1
1.2720237528430773,1,0.7944258164317265,0,1,-1.4343087881376004,-0.1370236034333269,0,3,0,0,0,0,0,1,0,0,1,0
-1.382124969422499,2,0.18488947218831786,0,1,-1.4343087881376004,1.5444623417026995,0,1,0,1,0,0,0,0,1,0,0,0
-0.15121541706744904,1,-0.5040430448341474,1,0,-1.6277921975308471,-0.502869917856228,0,3,0,0,1,0,0,0,0,0,0,0
0.09881308575467047,2,1.4395711682141235,1,1,0.6553120333094635,-1.1008879318167395,1,3,0,1,0,0,0,0,0,1,0,0
1.137393020554244,0,-0.44376538214650046,1,0,0.7714020789454116,1.1575095091400156,0,3,0,0,0,0,1,0,0,0,0,0
-1.3628920076669513,0,1.4204556568746407,1,0,-0.0025315586275751,0.6931661100647949,0,1,1,0,0,0,0,0,0,0,0,0
1.4835863321541016,2,1.6830549453305221,1,0,-1.1247353331084058,0.7635211705307374,0,3,0,0,0,0,0,1,0,0,0,0
0.5988700913989096,0,-0.7741742539085202,0,0,-0.2347116498994711,-1.4104501978668866,0,3,0,0,0,0,1,0,1,0,0,0
-1.382124969422499,0,-1.3563176222898123,1,0,0.7714020789454116,1.1223319789070443,0,1,0,1,0,0,0,0,1,0,0,0
-0.22814726408963965,0,-0.3046564424328189,0,0,1.1970655796105543,0.5805980133192868,0,2,0,0,0,1,0,0,0,0,1,0
-1.5744545869779756,0,-0.658156058496973,1,0,-0.8538585599578604,1.4389297510037857,1,1,0,0,1,0,0,0,0,0,1,0
-0.6705053844672357,2,0.7939466241287044,0,0,-0.9699486055938085,0.29917777145551677,1,2,0,0,0,1,0,0,1,0,0,0
1.464353370398554,0,1.3677815878989175,1,0,1.1196722158532555,-1.389343679727104,0,3,0,0,0,0,1,0,0,0,1,0
1.4451204086430063,0,0.5920349003420474,1,0,-1.4343087881376004,-0.7913256657665925,0,3,1,0,0,0,0,0,0,0,0,1
-0.47817576691175917,1,-0.061003342330588364,1,0,1.1583688977319049,1.1715805212332042,0,2,0,0,0,0,0,0,0,0,0,0
1.2335578293319822,1,0.6210187552684068,0,0,0.5005253057948662,-0.1510946155265154,1,3,0,1,0,0,0,0,0,0,1,0
-0.6128064992005927,0,-8.05088313506887e-05,1,0,-0.2347116498994711,0.4469233984339961,0,2,0,1,0,0,0,0,1,0,0,0
